number,start_tick,start_frame,freezetime_end_tick,freezetime_end_frame,end_tick,end_frame,end_officially_tick,end_officially_frame,team_a_name,team_b_name,score_team_a,score_team_b,team_a_side,team_b_side,team_a_start_money,team_b_start_money,team_a_equipment_value,team_b_equipment_value,team_a_money_spent,team_b_money_spent,team_a_economy_type,team_b_economy_type,duration,end_reason,winner_name,winner_side,overtime_number,match_checksum
1,208,310,4803,6561,8463,11014,8911,11560,Team Spirit,The Huns,0,1,3,2,4000,4000,4950,4400,3550,3400,pistol,pistol,131365,9,The Huns,2,0,73ebc2487132b57f
2,8911,11560,10191,13522,17695,22371,18143,22910,Team Spirit,The Huns,0,2,3,2,10850,18650,1200,19450,200,18450,eco,semi,132678,1,The Huns,2,0,73ebc2487132b57f
3,18143,22910,19423,24882,24527,31035,24975,31560,Team Spirit,The Huns,1,2,3,2,22650,20700,23800,21850,22300,4400,full,full,99714,7,Team Spirit,3,0,73ebc2487132b57f
4,24975,31560,26255,33543,31349,39616,31797,40169,Team Spirit,The Huns,1,3,3,2,19650,27800,23300,24900,17000,23900,full,full,98867,1,The Huns,2,0,73ebc2487132b57f
5,33781,42993,35061,44814,41824,53270,42272,53807,Team Spirit,The Huns,2,3,3,2,13350,22900,7400,25400,2950,15900,semi,full,126124,8,Team Spirit,3,0,73ebc2487132b57f
6,42272,53807,43552,55655,48180,61297,48628,61824,Team Spirit,The Huns,3,3,3,2,28150,14600,28900,13300,18350,13000,full,force-buy,91921,7,Team Spirit,3,0,73ebc2487132b57f
7,48628,61824,49908,63705,55265,70237,55713,70773,Team Spirit,The Huns,4,3,3,2,29100,14500,30050,10650,22100,10450,full,semi,103248,7,Team Spirit,3,0,73ebc2487132b57f
8,58933,75070,60213,76889,65109,82895,65557,83418,Team Spirit,The Huns,4,4,3,2,26100,20200,31050,21000,17700,17300,full,full,96032,9,The Huns,2,0,73ebc2487132b57f
9,65557,83418,66837,85508,70567,90073,71015,90605,Team Spirit,The Huns,4,5,3,2,16600,18850,16800,23900,16000,16650,force-buy,full,81673,9,The Huns,2,0,73ebc2487132b57f
10,71015,90605,72295,92522,75287,96136,75735,96683,Team Spirit,The Huns,4,6,3,2,11100,20250,1900,26200,1300,14250,eco,full,67879,9,The Huns,2,0,73ebc2487132b57f
11,77719,99296,78999,101086,81439,104151,81887,104686,Team Spirit,The Huns,5,6,3,2,17650,24650,23500,26000,22200,12000,full,full,59583,8,Team Spirit,3,0,73ebc2487132b57f
12,81887,104686,83167,106680,88228,112958,89188,114068,Team Spirit,The Huns,5,7,3,2,19150,20350,28450,20050,17450,19850,full,full,101518,9,The Huns,2,0,73ebc2487132b57f
13,89188,114068,102036,130368,106750,135841,107198,136390,Team Spirit,The Huns,6,7,2,3,4000,4000,5450,4250,3550,3450,pistol,pistol,267209,9,Team Spirit,2,0,73ebc2487132b57f
14,107198,136390,108478,138261,114732,145661,115180,146209,Team Spirit,The Huns,7,7,2,3,18500,10350,19800,1000,18250,0,semi,eco,113778,9,Team Spirit,2,0,73ebc2487132b57f
15,115180,146209,116460,148176,118912,151342,119360,151906,Team Spirit,The Huns,8,7,2,3,19500,23250,22900,24200,11600,23200,full,full,62994,9,Team Spirit,2,0,73ebc2487132b57f
16,122617,156231,123897,158117,130225,165694,130673,166275,Team Spirit,The Huns,9,7,2,3,25950,14850,25800,6400,7300,5600,full,semi,116135,9,Team Spirit,2,0,73ebc2487132b57f
17,130673,166275,131953,168174,136020,173222,136468,173802,Team Spirit,The Huns,10,7,2,3,36700,26550,27750,27250,10450,26250,full,full,85257,9,Team Spirit,2,0,73ebc2487132b57f
18,136468,173802,137748,175743,143962,183220,144410,183759,Team Spirit,The Huns,10,8,2,3,43600,17600,28250,11600,7700,10800,full,semi,115582,8,The Huns,3,0,73ebc2487132b57f
19,144410,183759,145690,185662,151564,193026,152012,193595,Team Spirit,The Huns,11,8,2,3,43500,25450,27350,29900,26850,16650,full,full,113729,9,Team Spirit,2,0,73ebc2487132b57f
20,154529,197047,155809,198908,163128,207852,163576,208409,Team Spirit,The Huns,12,8,2,3,34500,23600,28150,24700,9700,23200,full,full,132604,9,Team Spirit,2,0,73ebc2487132b57f
21,163576,208409,164856,210274,168123,214355,168123,214355,Team Spirit,The Huns,13,8,2,3,46900,17200,27850,18600,13500,17600,full,force-buy,72972,9,Team Spirit,2,0,73ebc2487132b57f
1,221,325,6525,8771,12079,15196,12527,15732,The Huns,Team Spirit,1,0,3,2,4000,4000,4400,4250,3400,3450,pistol,pistol,186126,8,The Huns,3,0,f84ce6cea7bfec37
2,12527,15732,13807,17495,21052,26207,21500,26748,The Huns,Team Spirit,1,1,3,2,18350,10350,20150,2650,17650,1350,semi,eco,131105,9,Team Spirit,2,0,f84ce6cea7bfec37
3,21500,26748,22780,28517,27898,34721,28346,35257,The Huns,Team Spirit,1,2,3,2,8300,27050,7850,26200,7850,18900,force-buy,full,99790,9,Team Spirit,2,0,f84ce6cea7bfec37
4,28346,35257,29626,37160,31476,39444,31924,40005,The Huns,Team Spirit,1,3,3,2,10550,26200,1700,24350,900,10550,eco,full,52404,9,Team Spirit,2,0,f84ce6cea7bfec37
5,31924,40005,33204,41848,42153,52468,42601,53017,The Huns,Team Spirit,1,4,3,2,21650,34600,21350,28550,20350,6850,force-buy,full,155987,1,Team Spirit,2,0,f84ce6cea7bfec37
6,42601,53017,43881,54816,52155,64959,52603,65485,The Huns,Team Spirit,1,5,3,2,16100,45750,25700,28650,12150,9300,full,full,149466,9,Team Spirit,2,0,f84ce6cea7bfec37
7,55629,69304,56909,71006,64186,79688,64634,80202,The Huns,Team Spirit,1,6,3,2,22150,54300,22550,27150,21550,21250,full,full,129966,9,Team Spirit,2,0,f84ce6cea7bfec37
8,64634,80202,65914,81992,69627,86467,70075,87034,The Huns,Team Spirit,1,7,3,2,18500,51100,9300,27650,9100,17200,semi,full,78413,9,Team Spirit,2,0,f84ce6cea7bfec37
9,72658,90467,73938,92234,83013,103376,83461,103915,The Huns,Team Spirit,1,8,3,2,27000,51950,26300,27950,25600,12000,full,full,161569,9,Team Spirit,2,0,f84ce6cea7bfec37
10,83461,103915,84741,105686,87422,108965,87870,109588,The Huns,Team Spirit,1,9,3,2,18700,57600,8300,28250,8100,17400,semi,full,63206,9,Team Spirit,2,0,f84ce6cea7bfec37
11,87870,109588,89150,111635,94982,118703,95430,119247,The Huns,Team Spirit,1,10,3,2,27600,57750,27350,29050,26350,1550,full,full,114083,1,Team Spirit,2,0,f84ce6cea7bfec37
12,98172,123183,99452,124968,102395,128646,103355,129793,The Huns,Team Spirit,1,11,3,2,18750,71000,25550,34600,18050,33500,full,full,68375,9,Team Spirit,2,0,f84ce6cea7bfec37
13,103355,129793,117259,147523,121704,152691,122152,153243,The Huns,Team Spirit,1,12,2,3,4000,4000,4650,4350,3450,3350,pistol,pistol,286592,8,Team Spirit,3,0,f84ce6cea7bfec37
14,122152,153243,123432,155045,129513,162324,129961,162852,The Huns,Team Spirit,2,12,2,3,10350,18400,10400,20250,10200,17900,force-buy,semi,113658,9,The Huns,2,0,f84ce6cea7bfec37
15,129961,162852,131241,164688,137706,172365,138154,172884,The Huns,Team Spirit,3,12,2,3,18200,9300,21400,9600,15700,9100,full,force-buy,119065,9,The Huns,2,0,f84ce6cea7bfec37
16,138154,172884,139434,174571,140951,176114,141399,176609,The Huns,Team Spirit,4,12,2,3,19950,10600,22800,1000,17200,0,full,eco,40426,9,The Huns,2,0,f84ce6cea7bfec37
17,141399,176609,142679,178621,149285,186657,149285,186657,The Huns,Team Spirit,4,13,2,3,15550,17750,27550,23400,12250,22400,full,full,125761,8,Team Spirit,3,0,f84ce6cea7bfec37
1,245,346,11337,14455,16999,20973,17447,21503,MOUZ,Falcons,1,0,3,2,4000,4000,4500,5550,3400,3350,pistol,pistol,259034,7,MOUZ,3,0,2dd0dab3d12aa679
2,17447,21503,18727,23445,24584,30422,25032,30969,MOUZ,Falcons,2,0,3,2,19900,14350,21650,4700,19400,4700,semi,eco,112005,8,MOUZ,3,0,2dd0dab3d12aa679
3,25032,30969,26312,32920,35098,43342,35546,43946,MOUZ,Falcons,2,1,3,2,18250,22250,25650,22500,13450,21500,full,full,155380,1,Falcons,2,0,2dd0dab3d12aa679
4,35546,43946,36826,45874,43866,54248,44314,54800,MOUZ,Falcons,2,2,3,2,11800,19150,25750,24300,11300,5100,full,full,129372,9,Falcons,2,0,2dd0dab3d12aa679
5,44314,54800,45594,56689,49821,61711,50269,62282,MOUZ,Falcons,2,3,3,2,10300,32100,1000,25500,0,8400,eco,full,86788,9,Falcons,2,0,2dd0dab3d12aa679
6,50269,62282,51549,64305,57243,70965,57691,71509,MOUZ,Falcons,3,3,3,2,22300,41750,22850,25300,21850,5950,full,full,109041,8,MOUZ,3,0,2dd0dab3d12aa679
7,57691,71509,58971,73597,66331,82201,66779,82714,MOUZ,Falcons,4,3,3,2,18200,43400,26100,27050,13850,26350,full,full,134270,12,MOUZ,3,0,2dd0dab3d12aa679
8,66779,82714,68059,84778,75419,93402,75867,93979,MOUZ,Falcons,5,3,3,2,21800,25350,29000,26050,18800,18600,full,full,134220,12,MOUZ,3,0,2dd0dab3d12aa679
9,78113,97156,79393,98999,88515,109555,88963,110078,MOUZ,Falcons,5,4,3,2,20250,16650,29450,20400,10400,15300,full,full,155707,1,Falcons,2,0,2dd0dab3d12aa679
10,88963,110078,93260,115896,101452,125632,101900,126161,MOUZ,Falcons,5,5,3,2,17750,20350,24050,26650,16850,16400,full,full,195327,1,Falcons,2,0,2dd0dab3d12aa679
11,101900,126161,103180,128087,109525,135601,109973,136118,MOUZ,Falcons,5,6,3,2,11600,22950,5650,27350,1600,16200,semi,full,118547,1,Falcons,2,0,2dd0dab3d12aa679
12,112251,139179,113531,141170,120525,149461,121485,150590,MOUZ,Falcons,5,7,3,2,22300,25550,24550,28850,22050,12150,full,full,129121,9,Falcons,2,0,2dd0dab3d12aa679
13,121485,150590,134215,166761,140470,173893,140918,174445,MOUZ,Falcons,5,8,2,3,4000,4000,4400,4950,3400,3450,pistol,pistol,292640,8,Falcons,3,0,2dd0dab3d12aa679
14,140918,174445,142198,176375,147413,182482,147861,183038,MOUZ,Falcons,5,9,2,3,10400,18300,1500,20350,700,17900,eco,semi,100929,8,Falcons,3,0,2dd0dab3d12aa679
15,147861,183038,149141,184983,157384,194831,157832,195404,MOUZ,Falcons,6,9,2,3,21700,18150,22600,24650,21400,6600,full,full,148097,1,MOUZ,2,0,2dd0dab3d12aa679
16,157832,195404,159112,197319,167146,206821,167594,207341,MOUZ,Falcons,7,9,2,3,18400,18550,24400,27500,4600,10700,full,full,143375,9,MOUZ,2,0,2dd0dab3d12aa679
17,170303,211155,171583,213133,179200,222082,179648,222651,MOUZ,Falcons,8,9,2,3,31850,18350,27150,18850,22450,17850,full,force-buy,137221,1,MOUZ,2,0,2dd0dab3d12aa679
18,179648,222651,180928,224608,185595,230137,186042,230745,MOUZ,Falcons,9,9,2,3,28100,12500,27250,8350,4200,2100,full,semi,94009,9,MOUZ,2,0,2dd0dab3d12aa679
19,188026,233436,189306,235220,198017,245484,198465,246019,MOUZ,Falcons,10,9,2,3,41750,24900,28750,25700,4800,24700,full,full,151299,1,MOUZ,2,0,2dd0dab3d12aa679
20,198465,246019,199745,248044,205504,254801,205952,255330,MOUZ,Falcons,11,9,2,3,55750,17800,28850,13500,12600,8850,full,semi,110284,1,MOUZ,2,0,2dd0dab3d12aa679
21,208141,258409,209421,260281,216851,269018,217299,269545,MOUZ,Falcons,11,10,2,3,61950,26250,28850,27550,7600,23000,full,full,133228,7,Falcons,3,0,2dd0dab3d12aa679
22,217299,269545,218579,271389,220635,274015,221083,274571,MOUZ,Falcons,11,11,2,3,65100,22250,28250,25150,21200,19900,full,full,56134,8,Falcons,3,0,2dd0dab3d12aa679
23,223149,277622,224429,279503,232058,288720,232506,289272,MOUZ,Falcons,12,11,2,3,53800,19900,27650,28100,27150,14250,full,full,139369,1,MOUZ,2,0,2dd0dab3d12aa679
24,232506,289272,233786,291232,238046,296438,238046,296438,MOUZ,Falcons,13,11,2,3,57200,15350,28250,30050,5900,17200,full,full,89990,9,MOUZ,2,0,2dd0dab3d12aa679
1,236,339,5229,6694,9196,11320,9644,11873,Falcons,MOUZ,0,1,3,2,4000,4000,4150,4750,3550,3350,pistol,pistol,136944,9,MOUZ,2,0,4da8bb160ec93df9
2,9644,11873,10924,13905,17623,21873,18071,22424,Falcons,MOUZ,0,2,3,2,10250,18700,9400,19600,9400,18100,force-buy,semi,124710,9,MOUZ,2,0,4da8bb160ec93df9
3,18071,22424,19351,24439,20521,25940,20969,26513,Falcons,MOUZ,0,3,3,2,13750,18650,1400,23150,800,14950,eco,full,43848,9,MOUZ,2,0,4da8bb160ec93df9
4,20969,26513,22249,28436,30553,38269,31001,38797,Falcons,MOUZ,0,4,3,2,27750,21750,28050,25000,26750,6800,full,full,146609,1,MOUZ,2,0,4da8bb160ec93df9
5,31001,38797,32281,40796,38340,47978,38788,48550,Falcons,MOUZ,0,5,3,2,18600,33650,27550,25600,16950,13500,full,full,114496,1,MOUZ,2,0,4da8bb160ec93df9
6,40961,51635,42241,53416,51327,64148,51775,64663,Falcons,MOUZ,0,6,3,2,19550,39150,17850,27850,10950,17650,semi,full,156050,1,MOUZ,2,0,4da8bb160ec93df9
7,51775,64663,53055,66624,59142,73926,59590,74451,Falcons,MOUZ,1,6,3,2,26500,39900,27900,27850,15350,14500,full,full,115519,8,Falcons,3,0,4da8bb160ec93df9
8,59590,74451,60870,76404,67582,84550,68030,85115,Falcons,MOUZ,1,7,3,2,28700,33300,29500,27350,18300,26650,full,full,125945,1,MOUZ,2,0,4da8bb160ec93df9
9,70183,88143,71463,89997,78488,98323,78936,98855,Falcons,MOUZ,2,7,3,2,25200,24850,28100,27350,12250,9100,full,full,126955,7,Falcons,3,0,4da8bb160ec93df9
10,81585,102483,82865,104319,87785,110175,88233,110727,Falcons,MOUZ,2,8,3,2,32050,26950,29400,26550,19000,25550,full,full,95927,9,MOUZ,2,0,4da8bb160ec93df9
11,88233,110727,89513,112770,96712,121283,97160,121828,Falcons,MOUZ,3,8,3,2,25750,19250,26050,25500,25050,14450,full,full,131644,7,Falcons,3,0,4da8bb160ec93df9
12,97160,121828,98440,123861,102299,128595,103259,129706,Falcons,MOUZ,3,9,3,2,20300,15900,26650,16450,19800,15550,full,force-buy,84391,9,MOUZ,2,0,4da8bb160ec93df9
13,103259,129706,116721,147028,121801,152878,122249,153410,Falcons,MOUZ,4,9,2,3,4000,4000,5150,4550,3350,3550,pistol,pistol,288979,9,Falcons,2,0,4da8bb160ec93df9
14,122249,153410,123529,155417,131976,165175,132424,165712,Falcons,MOUZ,5,9,2,3,18700,10850,19400,11200,18200,10300,semi,force-buy,146722,1,Falcons,2,0,4da8bb160ec93df9
15,132424,165712,133704,167565,141613,176840,142061,177357,Falcons,MOUZ,6,9,2,3,20700,12550,21200,3700,6050,1200,full,eco,138777,1,Falcons,2,0,4da8bb160ec93df9
16,142061,177357,143341,179339,149275,186397,149723,186922,Falcons,MOUZ,7,9,2,3,34250,26750,25800,26850,22650,25550,full,full,112738,9,Falcons,2,0,4da8bb160ec93df9
17,149723,186922,151003,188938,158682,197987,159130,198526,Falcons,MOUZ,8,9,2,3,29450,19100,27150,10850,17300,10450,full,semi,137992,1,Falcons,2,0,4da8bb160ec93df9
18,159130,198526,160410,200500,166337,207303,166785,207858,Falcons,MOUZ,8,10,2,3,30850,25950,27250,27650,8400,19600,full,full,109458,8,MOUZ,3,0,4da8bb160ec93df9
19,166785,207858,168065,209758,173199,216063,173647,216599,Falcons,MOUZ,9,10,2,3,29850,24100,26750,29600,25750,14300,full,full,102325,1,Falcons,2,0,4da8bb160ec93df9
20,175961,219891,177241,221709,186579,232849,187027,233401,Falcons,MOUZ,10,10,2,3,22300,24400,27250,29850,8500,13800,full,full,161600,1,Falcons,2,0,4da8bb160ec93df9
21,189297,236552,190577,238412,195167,244094,195615,244667,Falcons,MOUZ,10,11,2,3,32500,28200,27450,29600,13100,20100,full,full,94056,8,MOUZ,3,0,4da8bb160ec93df9
22,195615,244667,196895,246666,201555,252390,202003,252960,Falcons,MOUZ,10,12,2,3,27000,25450,23300,29550,22900,14500,full,full,96314,8,MOUZ,3,0,4da8bb160ec93df9
23,204299,256129,205579,257951,210718,264280,210718,264280,Falcons,MOUZ,10,13,2,3,16650,36400,13550,30750,13450,10800,force-buy,full,101651,7,MOUZ,3,0,4da8bb160ec93df9
1,227,332,6899,8523,13739,16283,14187,16814,Vitality,Astralis,0,1,3,2,4000,4000,4300,4350,3300,3350,pistol,pistol,202781,9,Astralis,2,0,ea29a1b7c3d3dde3
2,14187,16814,15467,18671,21204,25577,21652,26091,Vitality,Astralis,0,2,3,2,10800,18700,10500,19900,10100,18300,force-buy,semi,111401,1,Astralis,2,0,ea29a1b7c3d3dde3
3,21652,26091,22932,27733,26402,31998,26850,32565,Vitality,Astralis,1,2,3,2,13000,19100,8900,22850,2500,9600,semi,full,75094,8,Vitality,3,0,ea29a1b7c3d3dde3
4,26850,32565,28130,34410,33742,41214,34190,41764,Vitality,Astralis,2,2,3,2,28250,16500,27000,16900,11450,16300,full,force-buy,109952,8,Vitality,3,0,ea29a1b7c3d3dde3
5,34190,41764,35470,43461,41909,51065,42357,51594,Vitality,Astralis,3,2,3,2,34350,10000,28700,2000,9800,1200,full,eco,118241,8,Vitality,3,0,ea29a1b7c3d3dde3
6,42357,51594,43637,53558,50270,61488,50718,62033,Vitality,Astralis,3,3,3,2,42300,21100,26650,21750,9350,20050,full,full,125780,9,Astralis,2,0,ea29a1b7c3d3dde3
7,50718,62033,51998,63864,59358,72884,59806,73427,Vitality,Astralis,4,3,3,2,41150,19100,28200,21950,27400,16050,full,full,137946,12,Vitality,3,0,ea29a1b7c3d3dde3
8,62508,76836,63788,78590,70334,86567,70782,87103,Vitality,Astralis,5,3,3,2,30600,6850,30150,17900,7050,5700,full,force-buy,123707,7,Vitality,3,0,ea29a1b7c3d3dde3
9,70782,87103,72062,88900,77519,95632,77967,96216,Vitality,Astralis,6,3,3,2,42850,17050,29650,8750,14300,8750,full,semi,108427,8,Vitality,3,0,ea29a1b7c3d3dde3
10,77967,96216,79247,97989,83410,102948,83858,103464,Vitality,Astralis,7,3,3,2,46100,22800,30150,22400,5500,21700,full,full,85582,8,Vitality,3,0,ea29a1b7c3d3dde3
11,83858,103464,85138,105264,91946,113316,92394,113842,Vitality,Astralis,8,3,3,2,57850,19000,30350,13150,25050,12550,full,semi,125246,8,Vitality,3,0,ea29a1b7c3d3dde3
12,94960,117081,96240,118981,102289,126506,103249,127625,Vitality,Astralis,9,3,3,2,50350,24350,30650,23850,15700,23650,full,full,119817,8,Vitality,3,0,ea29a1b7c3d3dde3
13,103249,127625,115802,142658,121191,148876,121639,149424,Vitality,Astralis,9,4,2,3,4000,4000,4350,4250,3350,3550,pistol,pistol,270158,7,Astralis,3,0,ea29a1b7c3d3dde3
14,121639,149424,122919,151182,128118,157501,128566,158024,Vitality,Astralis,10,4,2,3,14050,19750,13350,21250,12650,19300,force-buy,semi,102681,1,Vitality,2,0,ea29a1b7c3d3dde3
15,128566,158024,129846,159913,135740,166987,136188,167516,Vitality,Astralis,11,4,2,3,19800,8950,20550,20550,12950,8300,full,force-buy,113944,1,Vitality,2,0,ea29a1b7c3d3dde3
16,138708,170569,139988,172303,146663,180437,147111,180965,Vitality,Astralis,12,4,2,3,25850,11050,22950,14250,10850,10750,full,force-buy,125449,1,Vitality,2,0,ea29a1b7c3d3dde3
17,147111,180965,148391,182716,154414,190017,154414,190017,Vitality,Astralis,13,4,2,3,44400,17500,23150,20900,6750,11400,full,force-buy,115075,9,Vitality,2,0,ea29a1b7c3d3dde3
1,234,337,7405,9007,12644,15007,13092,15547,Astralis,Vitality,0,1,3,2,4000,4000,4400,5650,3400,3450,pistol,pistol,185851,9,Vitality,2,0,1c9bb7de6330bf76
2,13092,15547,14372,17294,20892,25143,21340,25726,Astralis,Vitality,0,2,3,2,10700,18600,10650,20350,10450,18300,force-buy,full,121570,9,Vitality,2,0,1c9bb7de6330bf76
3,21340,25726,22620,27503,27701,33504,28149,34066,Astralis,Vitality,0,3,3,2,12550,18950,2600,22650,2200,6250,eco,full,98538,9,Vitality,2,0,1c9bb7de6330bf76
4,28149,34066,29429,35916,35525,43404,35973,43923,Astralis,Vitality,1,3,3,2,25150,31050,25850,24600,24650,7800,full,full,118301,8,Astralis,3,0,1c9bb7de6330bf76
5,35973,43923,37253,45724,44879,54978,45327,55529,Astralis,Vitality,2,3,3,2,18250,31150,26350,26950,15300,25950,full,full,140054,7,Astralis,3,0,1c9bb7de6330bf76
6,45327,55529,46607,57220,54500,66672,54948,67202,Astralis,Vitality,3,3,3,2,21850,18000,29800,17800,5750,17500,full,force-buy,141168,7,Astralis,3,0,1c9bb7de6330bf76
7,54948,67202,56228,69012,64094,78373,64542,78908,Astralis,Vitality,3,4,3,2,35400,17000,27850,10300,20400,9900,full,semi,141523,1,Vitality,2,0,1c9bb7de6330bf76
8,64542,78908,65822,80761,74618,91451,75066,91977,Astralis,Vitality,3,5,3,2,22600,25600,31050,26600,18500,15000,full,full,158905,1,Vitality,2,0,1c9bb7de6330bf76
9,77898,95470,79178,97176,85887,105212,86335,105727,Astralis,Vitality,3,6,3,2,13900,29000,26600,28350,11550,9200,full,full,123419,1,Vitality,2,0,1c9bb7de6330bf76
10,86335,105727,87615,107366,93645,114490,94093,115037,Astralis,Vitality,3,7,3,2,15050,38800,8700,26400,4550,14450,semi,full,111017,9,Vitality,2,0,1c9bb7de6330bf76
11,94093,115037,95373,116958,98697,121055,99145,121591,Astralis,Vitality,4,7,3,2,25900,42500,26300,27550,25300,16750,full,full,76241,8,Astralis,3,0,1c9bb7de6330bf76
12,99145,121591,100425,123453,104422,128461,105382,129579,Astralis,Vitality,5,7,3,2,18150,33350,32650,27250,16900,26650,full,full,87034,8,Astralis,3,0,1c9bb7de6330bf76
13,105382,129579,117611,144648,123291,151123,123739,151650,Astralis,Vitality,6,7,2,3,4000,4000,4950,4300,3450,3300,pistol,pistol,272937,9,Astralis,2,0,1c9bb7de6330bf76
14,123739,151650,125019,153483,131251,160799,131699,161318,Astralis,Vitality,6,8,2,3,18600,10800,19650,10750,18000,10350,semi,force-buy,115907,8,Vitality,3,0,1c9bb7de6330bf76
15,131699,161318,132979,163166,134145,164666,134593,165214,Astralis,Vitality,6,9,2,3,8500,18500,8300,24250,8200,16100,force-buy,full,42415,8,Vitality,3,0,1c9bb7de6330bf76
16,134593,165214,135873,166943,138615,170259,139063,170835,Astralis,Vitality,6,10,2,3,10100,20150,2900,27500,2300,8700,eco,full,63914,8,Vitality,3,0,1c9bb7de6330bf76
17,139063,170835,140343,172727,142891,175857,143339,176383,Astralis,Vitality,6,11,2,3,19800,29200,20100,26900,19100,2000,full,full,63622,8,Vitality,3,0,1c9bb7de6330bf76
18,146078,180142,147358,181879,153154,188928,153602,189490,Astralis,Vitality,6,12,2,3,15800,44950,8500,28900,8150,13600,semi,full,111308,8,Vitality,3,0,1c9bb7de6330bf76
19,153602,189490,154882,191506,162772,201008,162772,201008,Astralis,Vitality,6,13,2,3,13000,62100,25600,29300,24600,6300,full,full,145919,7,Vitality,3,0,1c9bb7de6330bf76
1,252,370,5520,7011,9979,12128,10427,12661,Virtus.Pro,FaZe,1,0,3,2,4000,4000,4000,4900,3400,3400,pistol,pistol,147361,8,Virtus.Pro,3,0,dc6893705a5c5d9
2,10427,12661,11707,14637,17230,21110,17678,21657,Virtus.Pro,FaZe,1,1,3,2,18350,11000,19650,2000,17900,1400,semi,eco,105890,9,FaZe,2,0,dc6893705a5c5d9
3,17678,21657,18958,23491,26197,32271,26645,32826,Virtus.Pro,FaZe,1,2,3,2,8650,27650,8650,26300,8450,19000,force-buy,full,133023,1,FaZe,2,0,dc6893705a5c5d9
4,26645,32826,27925,34700,36260,44709,36708,45275,Virtus.Pro,FaZe,1,3,3,2,9700,26750,7450,26300,1200,5700,semi,full,148928,1,FaZe,2,0,dc6893705a5c5d9
5,36708,45275,37988,47139,42787,53076,43235,53623,Virtus.Pro,FaZe,2,3,3,2,20500,39150,23750,26300,17700,6000,full,full,97768,8,Virtus.Pro,3,0,dc6893705a5c5d9
6,43235,53623,44515,55462,49327,61381,49775,61888,Virtus.Pro,FaZe,2,4,3,2,20550,40450,28000,26950,10100,26250,full,full,97230,1,FaZe,2,0,dc6893705a5c5d9
7,49775,61888,51055,63797,59184,73519,59632,74052,Virtus.Pro,FaZe,2,5,3,2,20550,32400,29750,27550,13800,13700,full,full,145769,1,FaZe,2,0,dc6893705a5c5d9
8,59632,74052,60912,75901,67716,84102,68164,84641,Virtus.Pro,FaZe,2,6,3,2,19450,37300,25700,27550,18350,26950,full,full,125955,1,FaZe,2,0,dc6893705a5c5d9
9,68164,84641,69444,86527,75090,93409,75538,93933,Virtus.Pro,FaZe,2,7,3,2,16800,28850,15500,27550,6150,16300,semi,full,109888,9,FaZe,2,0,dc6893705a5c5d9
10,77624,96897,78904,98824,88158,109815,88606,110335,Virtus.Pro,FaZe,2,8,3,2,29150,30600,27650,27350,26850,22750,full,full,161899,1,FaZe,2,0,dc6893705a5c5d9
11,88606,110335,89886,112217,97179,120733,97627,121296,Virtus.Pro,FaZe,3,8,3,2,20200,26650,24150,27450,19150,16900,full,full,130316,7,Virtus.Pro,3,0,dc6893705a5c5d9
12,97627,121296,98907,123245,103092,128373,104052,129480,Virtus.Pro,FaZe,4,8,3,2,20350,20750,26350,22250,16350,20450,full,full,88695,7,Virtus.Pro,3,0,dc6893705a5c5d9
13,104052,129480,116076,145258,122988,153161,123436,153687,Virtus.Pro,FaZe,5,8,2,3,4000,4000,4200,4650,3400,3550,pistol,pistol,296791,9,Virtus.Pro,2,0,dc6893705a5c5d9
14,123436,153687,124716,155487,126299,157392,126747,157943,Virtus.Pro,FaZe,6,8,2,3,18650,10550,21450,1300,18200,500,full,eco,46434,9,Virtus.Pro,2,0,dc6893705a5c5d9
15,126747,157943,128027,159830,136051,169361,136499,169891,Virtus.Pro,FaZe,7,8,2,3,18200,22350,21100,22900,4650,21900,full,full,143100,1,Virtus.Pro,2,0,dc6893705a5c5d9
16,136499,169891,137779,171724,143881,179065,144329,179585,Virtus.Pro,FaZe,8,8,2,3,32850,15550,24500,12850,12500,4600,full,semi,114976,1,Virtus.Pro,2,0,dc6893705a5c5d9
17,144329,179585,145609,181502,151859,189128,152307,189683,Virtus.Pro,FaZe,8,9,2,3,38750,27950,24700,30100,5100,23450,full,full,119601,8,FaZe,3,0,dc6893705a5c5d9
18,155042,193346,156322,195179,165804,206703,166252,207295,Virtus.Pro,FaZe,9,9,2,3,40950,22250,27250,30000,26750,10200,full,full,167401,1,Virtus.Pro,2,0,dc6893705a5c5d9
19,168418,210307,169698,212216,176909,220701,177357,221269,Virtus.Pro,FaZe,10,9,2,3,32900,26550,27650,30050,5800,20650,full,full,130266,9,Virtus.Pro,2,0,dc6893705a5c5d9
20,177357,221269,178637,223172,183857,229404,184305,229946,Virtus.Pro,FaZe,10,10,2,3,45150,23800,27750,24650,18850,23450,full,full,101954,8,FaZe,3,0,dc6893705a5c5d9
21,184305,229946,185585,231938,194335,242481,194783,243001,Virtus.Pro,FaZe,11,10,2,3,33700,17700,27050,29150,26050,14600,full,full,157099,1,Virtus.Pro,2,0,dc6893705a5c5d9
22,197020,245904,198300,247755,205660,256620,206108,257158,Virtus.Pro,FaZe,11,11,2,3,26350,17900,27350,26300,9100,16450,full,full,134302,12,FaZe,3,0,dc6893705a5c5d9
